ASV,Kingdom,Phylum,Class,Order,Family,Genus,S23,S24,S25,S26,S27,S28,S29,S37,S38,S39,S40,S41,S42,S43
ASV_ 1,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,37051,14333,41518,32328,36549,19889,34759,65960,41216,73723,56835,50307,55653,58509
ASV_ 10,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,2335,258,2796,2437,2821,1251,1579,24114,13514,6365,12454,8160,7731,13684
ASV_ 100,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,0,0,0,0,0,0,0,0,0,0,964,0,0,186
ASV_ 101,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,1124,0,0,0,0,0,0,0,0,0,0,0,0
ASV_ 102,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,0,420,0,390,248,0,66,0,0,0,0,0,0,0
ASV_ 103,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,0,0,0,32,0,0,0,0,1047,0,0,0,0,21
ASV_ 104,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,0,97,0,0,0,0,0,54,0,914,21,0,0,0
ASV_ 105,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,0,115,100,671,0,0,0,0,80,0,0,24
ASV_ 106,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,0,231,132,0,0,238,0,25,354,0,0,0,0,0
ASV_ 107,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,457,93,108,0,0,0,181,0,119,0,0,0
ASV_ 108,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,0,181,0,0,90,0,126,0,274,0,158,0,111,0
ASV_ 109,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,NA,0,930,0,0,0,0,0,0,0,0,0,0,0,0
ASV_ 11,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,1997,1997,793,732,1540,1116,1574,8814,4564,3164,4021,32722,11359,5414
ASV_ 110,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,0,0,0,0,0,909,0,0,0,0,0,0,0,0
ASV_ 111,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,IMCC26207,0,644,157,71,36,0,0,0,0,0,0,0,0,0
ASV_ 112,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,0,0,0,0,0,0,0,467,65,0,174,0,32,162
ASV_ 113,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,0,0,205,313,163,0,0,0,57,0,0,60,62,0
ASV_ 114,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,0,0,0,0,0,0,0,114,0,0,0,595,143,0
ASV_ 115,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,0,0,0,0,0,825,0,0,0,0,0,0,0,0
ASV_ 116,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,NA,0,425,0,24,21,0,37,38,230,0,14,0,0,29
ASV_ 117,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,290,146,0,0,0,0,0,0,0,159,0,0,74,146
ASV_ 118,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,0,0,0,45,0,0,0,68,641,0,45,0,0,0
ASV_ 119,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,4,219,141,0,0,90,38,20,21,207,0,42,0,0
ASV_ 12,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,675,0,3555,12672,4891,1085,7265,6167,5640,744,7115,1953,1229,4975
ASV_ 120,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,0,0,0,0,0,607,0,0,58,0,0,113,0,0
ASV_ 121,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium,0,0,38,35,16,89,362,0,236,0,0,0,0,0
ASV_ 122,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,712,0,0,0,0,0,0,57,0,0,0,0,0
ASV_ 123,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Fictibacillus,10,417,68,22,32,0,48,13,37,0,15,32,48,23
ASV_ 124,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,73,26,22,30,66,36,74,97,51,37,22,110,58,61
ASV_ 125,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,319,0,265,0,0,0,0,11,0,115,0,0,24
ASV_ 126,Bacteria,Dependentiae,Babeliae,Babeliales,NA,NA,0,717,0,0,0,0,0,0,0,0,0,0,0,0
ASV_ 127,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,0,0,164,51,0,199,21,12,0,0,133,28,14,49
ASV_ 128,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,0,396,0,0,267,0,0,0,0,0,0,0,0,0
ASV_ 129,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,0,0,0,0,0,0,0,0,0,0,156,167,0,338
ASV_ 13,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Plesiomonas,1701,15622,7600,4612,3550,1557,2982,3766,155,4541,870,1162,841,779
ASV_ 130,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,7,0,70,183,125,49,74,34,50,0,17,0,0,31
ASV_ 131,Bacteria,Planctomycetota,Planctomycetes,NA,NA,NA,0,0,0,228,0,0,118,0,189,0,43,0,0,52
ASV_ 132,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,49,277,0,16,32,0,136,0,66,0,0,0,37,0
ASV_ 133,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,0,0,0,0,59,0,123,0,342,0,42,0,0,0
ASV_ 134,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,0,40,70,0,0,24,0,0,33,244,0,142,7,0
ASV_ 135,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,552,0,0,0,0,0,0,0,0,0,0,0,0
ASV_ 136,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,0,0,0,0,0,0,0,0,24,493,12,0,0,20
ASV_ 137,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,0,0,0,41,10,208,0,0,52,0,141,0,81,15
ASV_ 138,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,0,0,0,90,46,0,210,0,0,0,145,0,0,28
ASV_ 139,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA,0,0,362,94,50,0,0,0,0,0,0,0,0,0
ASV_ 14,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,NA,0,0,0,0,0,43731,0,0,0,0,0,0,0,0
ASV_ 140,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,0,505,0,0,0,0,0,0,0,0,0,0,0,0
ASV_ 141,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,0,455,0,0,16,0,0,0,32,0,0,0,0,0
ASV_ 142,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Caldimonas,0,0,0,0,0,0,0,0,0,496,0,0,0,0
ASV_ 143,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,IMCC26207,0,349,141,0,0,0,0,0,0,0,0,0,0,0
ASV_ 144,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,485,0,0,0,0,0,0,0,0,0,0,0
ASV_ 145,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,473,0,0,0,0,0,0,0,0,0,0,0,0
ASV_ 146,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,0,0,469,0,0,0,0,0,0,0,0,0,0,0
ASV_ 147,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,0,0,0,175,0,0,0,0,223,0,69,0,0,0
ASV_ 148,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,0,0,0,323,126,0,0,0,0,0,0,0,0,0
ASV_ 149,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,0,0,0,346,71,0,20,0,0,0,0,0,0,0
ASV_ 15,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Dielma,8050,207,7610,1055,1439,507,3316,4,50,1039,1280,3750,2246,843
ASV_ 150,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,0,0,0,0,0,0,0,0,0,0,178,0,147,110
ASV_ 151,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA,0,42,90,101,58,0,100,0,29,0,0,0,11,0
ASV_ 152,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,0,421,0,0,0,0,0,0,0,0,0,0,0,0
ASV_ 153,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,0,80,22,48,0,0,0,23,36,154,0,0,0,42
ASV_ 154,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,0,0,0,0,0,0,0,0,23,382,0,0,0,0
ASV_ 155,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,0,0,0,0,0,0,0,7,199,0,0,0,183,13
ASV_ 156,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,NA,16,0,209,0,23,143,0,0,0,0,0,0,0,0
ASV_ 157,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,0,161,0,186,39,0,0,0,0,0,0,0,0,0
ASV_ 158,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,0,88,211,0,0,0,0,0,0,0,0,69
ASV_ 159,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Phreatobacter,0,42,84,29,51,0,15,24,11,16,29,0,28,29
ASV_ 16,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,280,10671,3315,414,1129,4392,549,212,269,3521,1505,299,1445,3209
ASV_ 160,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus,0,0,0,0,349,0,0,0,0,0,0,0,0,0
ASV_ 161,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,NA,0,0,0,76,0,0,0,0,0,0,257,0,0,14
ASV_ 162,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,0,0,0,0,335,0,0,0,0,0,0,0,0,0
ASV_ 163,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,0,0,0,0,328,0,0,0,0,0,0,0,0,0
ASV_ 164,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,NA,0,0,0,0,81,0,0,0,0,0,0,82,88,73
ASV_ 165,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,0,0,0,0,0,0,0,0,0,73,166,80,0,0
ASV_ 166,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Aurantisolimonas,0,0,0,116,64,0,0,0,0,0,0,0,107,31
ASV_ 167,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,0,226,0,0,55,0,28,0,0,0,0,0,0,0
ASV_ 168,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,0,118,104,0,0,0,23,0,61,0,0,0
ASV_ 169,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,0,0,0,0,0,0,0,241,0,0,0,0,62,0
ASV_ 17,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,0,259,17713,0,0,0,9,77,1681,8961,235,0,314,20
ASV_ 170,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,0,297,0,0,0,0,0,0,0,0,0,0,0,0
ASV_ 171,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA,0,0,0,289,0,0,0,0,0,0,0,0,0,0
ASV_ 172,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,0,287,0,0,0,0,0,0,0,0,0,0,0,0
ASV_ 173,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,0,75,83,0,56,0,27,0,40,0,0,0
ASV_ 174,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,0,0,0,125,150,0,0,0,0,0,0,0,0,0
ASV_ 175,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Planctopirus,0,70,0,76,52,0,12,0,46,0,16,0,0,0
ASV_ 176,Bacteria,Actinobacteriota,Actinobacteria,PeM15,NA,NA,0,242,0,7,0,0,16,0,0,0,0,0,0,0
ASV_ 177,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,0,0,263,0,0,0,0,0,0,0,0,0,0,0
ASV_ 178,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,0,0,0,0,0,92,0,0,0,161,0,0,0,0
ASV_ 179,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,0,205,0,0,45,0,0,0,0,0,0,0,0,0
ASV_ 18,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Paraclostridium,1666,6790,1627,4759,5466,898,2023,289,25,753,424,252,254,309
ASV_ 180,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,0,0,0,0,90,0,156,0,0,0,0,0,0,0
ASV_ 181,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,0,0,0,0,11,234,0,0,0,0,0,0,0,0
ASV_ 182,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Aggregatibacter,0,0,0,0,243,0,0,0,0,0,0,0,0,0
ASV_ 183,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,242,0,0,0,0,0,0,0,0,0,0,0
ASV_ 184,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,0,0,0,0,99,0,89,0,0,0,0,0,0,52
ASV_ 185,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,NA,0,53,32,89,33,5,21,0,0,0,0,0,0,0
ASV_ 186,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,0,0,0,0,0,0,14,0,0,0,185,0,0,34
ASV_ 187,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,0,155,0,9,6,0,0,0,0,0,0,0,62,0
ASV_ 188,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,0,0,0,231,0,0,0,0,0,0,0,0,0,0
ASV_ 189,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus,0,229,0,0,0,0,0,0,0,0,0,0,0,0
ASV_ 19,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,IMCC26207,149,7358,6567,3002,1263,420,1609,10,242,432,622,136,86,117
ASV_ 190,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,0,114,100,0,0,0,0,0,13,0,0,0
ASV_ 191,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,0,145,29,0,0,45,0,0,0,0,0,0,0,0
ASV_ 192,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,0,0,0,0,217,0,0,0,0,0,0,0,0,0
ASV_ 193,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,0,98,0,0,0,0,0,0,116,0,0,0
ASV_ 194,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,0,0,0,0,0,0,0,0,0,0,0,214,0,0
ASV_ 195,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,0,211,0,0,0,0,0,0,0,0,0,0,0,0
ASV_ 196,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Planctopirus,0,118,0,48,13,0,0,0,0,0,20,0,0,12
ASV_ 197,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,0,0,0,7,26,0,0,0,0,0,150,0,0,28
ASV_ 198,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,0,0,0,0,104,0,106,0,0,0,0,0,0,0
ASV_ 199,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,0,0,0,0,0,0,0,30,39,14,63,0,16,48
ASV_ 2,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,NA,24923,0,1642,5419,44104,35657,41973,34347,10748,22488,3345,24262,37890,25824
ASV_ 20,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,1321,184,196,454,1416,1269,1626,2759,1761,1181,540,5029,1632,1278
ASV_ 200,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chromobacteriaceae,Vogesella,0,0,0,0,0,205,0,0,0,0,0,0,0,0
ASV_ 201,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,NA,0,0,0,0,0,0,0,77,0,0,0,0,100,27
ASV_ 202,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,0,0,0,0,143,0,0,0,0,0,0,60,0,0
ASV_ 203,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Schlesneria,0,0,0,0,0,0,0,129,0,0,38,0,0,36
ASV_ 204,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Frondihabitans,0,201,0,0,0,0,0,0,0,0,0,0,0,0
ASV_ 205,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,0,0,0,0,0,0,0,18,0,0,0,172,0,7
ASV_ 206,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,0,0,0,0,0,0,0,0,0,196,0,0,0,0
ASV_ 207,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,0,0,0,18,0,80,41,0,56,0,0,0,0,0
ASV_ 208,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,0,0,0,194,0,0,0,0,0,0,0,0,0,0
ASV_ 209,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,0,0,67,0,0,124,0,0,0,0,0,0,0,0
ASV_ 21,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,577,246,1884,2012,2355,0,1491,1723,2534,1650,1632,1324,1576,1220
ASV_ 210,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,0,0,0,103,72,0,0,0,0,0,0,0,13,0
ASV_ 211,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,0,0,0,0,0,187,0,0,0,0,0,0,0,0
ASV_ 212,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,0,0,0,0,0,0,0,0,0,182,0,0,0,0
ASV_ 213,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,0,93,0,0,0,0,0,17,21,0,16,33,0,0
ASV_ 214,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA,0,173,0,0,0,0,0,0,0,0,0,0,0,0
ASV_ 215,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,0,0,0,0,0,0,0,0,173,0,0,0,0,0
ASV_ 216,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,0,21,0,95,56,0,0,0,0,0,0,0,0,0
ASV_ 217,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,0,0,172,0,0,0,0,0,0,0,0,0,0,0
ASV_ 218,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Knoellia,0,0,0,0,37,0,0,0,135,0,0,0,0,0
ASV_ 219,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,0,166,0,0,0,0,0,0,0,0,0,0,0,0
ASV_ 22,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,186,7079,2701,561,404,4699,585,133,331,1362,73,419,342,31
ASV_ 220,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,NA,0,0,0,70,0,0,0,0,0,0,77,0,0,19
ASV_ 221,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,NA,0,0,0,0,0,165,0,0,0,0,0,0,0,0
ASV_ 222,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,0,0,0,0,0,0,0,34,131,0,0,0,0,0
ASV_ 223,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,0,0,0,0,164,0,0,0,0,0,0,0,0,0
ASV_ 224,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,0,0,0,0,0,0,164,0,0,0,0,0
ASV_ 225,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,0,0,0,36,38,0,0,0,49,0,40,0,0,0
ASV_ 226,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,0,7,7,45,28,0,11,11,12,0,11,0,5,24
ASV_ 227,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,0,0,0,0,0,0,54,0,0,0,106,0,0,0
ASV_ 228,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,NA,10,0,0,23,43,0,20,0,45,0,17,0,0,0
ASV_ 229,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,0,131,0,14,0,0,13,0,0,0,0,0,0,0
ASV_ 23,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,9,0,0,0,0,16620,0,0,0,0,0,0,0,0
ASV_ 230,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0,49,14,42,52,0,0,0,0,0,0,0,0,0
ASV_ 231,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,0,0,0,0,0,0,0,0,0,0,0,156,0,0
ASV_ 232,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,15,0,0,0,0,0,0,0,140,0,0,0,0,0
ASV_ 233,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,NA,0,0,0,0,0,153,0,0,0,0,0,0,0,0
ASV_ 234,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,0,0,0,0,152,0,0,0,0,0,0,0,0,0
ASV_ 235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,0,0,0,0,0,152,0,0,0,0,0,0,0,0
ASV_ 236,Bacteria,Verrucomicrobiota,Verrucomicrobiae,NA,NA,NA,0,0,0,0,0,0,0,0,0,152,0,0,0,0
ASV_ 237,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,0,0,0,0,0,0,0,0,0,0,34,117,0,0
ASV_ 238,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,0,0,0,0,0,150,0,0,0,0,0,0,0,0
ASV_ 239,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Pseudoglutamicibacter,0,0,0,0,0,148,0,0,0,0,0,0,0,0
ASV_ 24,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,6418,0,319,198,274,1686,676,16,449,1048,2167,489,540,1767
ASV_ 240,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,NA,NA,0,0,0,82,0,0,11,0,24,0,14,0,0,10
ASV_ 241,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudorhodoplanes,0,49,10,63,17,0,0,0,0,0,0,0,0,0
ASV_ 242,Bacteria,Planctomycetota,Planctomycetes,NA,NA,NA,0,0,0,120,0,0,0,0,0,0,19,0,0,0
ASV_ 243,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,0,0,0,0,138,0,0,0,0,0,0,0,0,0
ASV_ 244,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,0,0,137,0,0,0,0,0,0,0,0,0,0,0
ASV_ 245,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,NA,0,0,0,0,0,0,0,0,0,0,0,137,0,0
ASV_ 246,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,0,0,0,0,0,0,0,0,0,0,0,123,0,12
ASV_ 247,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,0,85,0,0,0,0,49,0,0,0,0,0
